Rank,Validator Name,Validator Vote Account,Active Stake (SOL),Percentage of total stake (%),Cumulative Stake (%),Issuance Rewards Commission (%),Jito MEV Commission Rate (%),Issuance Revenue (SOL),Issuance Revenue as % of Total Revenue (%),Jito MEV Revenue (SOL),Jito MEV Revenue as % of Total Revenue (%),Block Rewards Revenue (SOL),Block Rewards Revenue as % of Total Revenue (%),Total Revenue (SOL),Server Cost (SOL),Voting Cost (SOL),Profit(SOL),Profitable
1008,Solana Meme Coins Validator,9yYzduhLTmv2C9unYhiEDxKvaTj6D2yeRXL8mFkmTfKc,20210.16,0.00005,0.987,0.05,0.1,69.45,0.1923,27.79,0.0769,264,0.7308,361.24,133.33,365,-137.1,NO
1009,Crypto Stake Pro,EgKg7McUZ57vW5EztfqjgFzCm2ztRG4rkSvh5FdsQhSV,20207,0.00005,0.987,0.05,0.1,69.44,0.1923,27.78,0.0769,263.96,0.7308,361.18,133.33,365,-137.15,NO
1010,vilar,DsT3eKbWAaX9wVZQYBsbkDwpFA9NTDtXfsYc9wXUEWpn,20206.07,0.00005,0.987,0.05,0.1,69.43,0.1923,27.78,0.0769,263.94,0.7308,361.16,133.33,365,-137.17,NO
1011,,DzCirYWNsCECVHgSaMVg1mqMzKwtGuN2Pqm2a4HqVpTE,20205.75,0.00005,0.987,0.05,0.1,69.43,0.1923,27.78,0.0769,263.94,0.7308,361.16,133.33,365,-137.18,NO
1012,,7uPvNKF16Cv3QJghZWp9aANGaF3GVbn6XB5RuFZcQwqv,20205.73,0.00005,0.987,0.05,0.1,69.43,0.1923,27.78,0.0769,263.94,0.7308,361.16,133.33,365,-137.18,NO
1013,Mikh Map,8dk8UAi3d6K49fCPiwXyPynhYjQX6wxVA8mdSNzTGVts,20205.22,0.00005,0.987,0.05,0,69.43,0.2083,0,0,263.93,0.7917,333.36,133.33,365,-164.97,NO
1014,BLOCKSIZE,HMk1qny4fvMnajErxjXG5kT89JKV4cx1PKa9zhQBF9ib,20205.11,0.00005,0.987,0,0,0,0,0,0,263.93,1,263.93,133.33,365,-234.4,NO
1015,Yurko🤘,5bjKPhoQDcpPVeMhu83SEtXqXA9vw62k7KhL9zpsK31b,20202.48,0.00005,0.987,0,0.1,0,0,27.78,0.0952,263.9,0.9048,291.68,133.33,365,-206.66,NO
1016,,9SGUxCqs4fpRCRuVKyfqoZxkBSSXgH37ca6XfyLsK31F,20201.55,0.00005,0.987,0.05,0.1,69.42,0.1923,27.78,0.0769,263.89,0.7308,361.08,133.33,365,-137.25,NO
1017,Olaf,YT7i3TkDv9GpbQ5qEkL7dvb3fAXSuNKwCotw2MjrWxZ,20201.4,0.00005,0.987,0.99,0.1,1374.47,0.8249,27.78,0.0167,263.88,0.1584,1666.13,133.33,365,1167.8,YES
1018,Spartak,HdP3326wLHUqtzNvVfxFWtfp5EA8njHdfwnWfPoCBjWa,20200.54,0.00005,0.987,0.05,0.1,69.41,0.1923,27.78,0.0769,263.87,0.7308,361.06,133.33,365,-137.27,NO
1019,«SolanaGOLD»,2juzdQw3k2udsuA2JfkXk4Aw4psZEAnnk4sBHzwC5ZX7,20198.75,0.00005,0.988,0.05,0.1,69.41,0.1923,27.77,0.0769,263.85,0.7308,361.03,133.33,365,-137.3,NO
1020,Chip Leader Stake,8EwqVDPwa773DXfymS5dhvahabfjTSB3qxnpq9kR7bNp,20198.11,0.00005,0.988,0.05,0.1,69.41,0.1923,27.77,0.0769,263.84,0.7308,361.02,133.33,365,-137.31,NO
1021,kaz4a,A8f4eVZPybix5Ep4W8Q6iAPZ83jo5Y2wWXttwF42MH87,20195.28,0.00005,0.988,0.05,0.1,69.4,0.1923,27.77,0.0769,263.8,0.7308,360.97,133.33,365,-137.36,NO
1022,,9ZPYFXWnVTjzDUMMJNKzfqCNJaC1SEyRSHtSytAd5meS,20195.16,0.00005,0.988,0.05,0.1,69.4,0.1923,27.77,0.0769,263.8,0.7308,360.97,133.33,365,-137.37,NO
1023,IceFrosTv2,7jp9iA5QF4VJrV1YZ47FqFDziuZALp9wJSWRLWBa4Lg7,20194.33,0.00005,0.988,0.05,0.1,69.39,0.1923,27.77,0.0769,263.79,0.7308,360.95,133.33,365,-137.38,NO
1024,JP Validator + paladin,46Q2KgTuA1dieZrdxpNBz56ujCxz3mZmwTQY7iNgbuxc,20194.07,0.00005,0.988,0.05,0.1,69.39,0.1923,27.77,0.0769,263.79,0.7308,360.95,133.33,365,-137.39,NO
1025,basist,74DQRGa4oqepMGcz96obZvw5gJPEPwaPa9MTqbAfBi9F,20192.84,0.00005,0.988,0.05,0.1,69.39,0.1923,27.77,0.0769,263.77,0.7308,360.93,133.33,365,-137.41,NO
1026,yelllowsin | Stakehere,EzZEi48kvDWPJJBM1z9nmjpgRyMwWJwaa4xVW2U6psPr,20192.81,0.00005,0.988,0.05,0.1,69.39,0.1923,27.77,0.0769,263.77,0.7308,360.93,133.33,365,-137.41,NO
1027,,137MRxQWHC47fFiT1F6vDsTBzEuZJb9SwTt2rm3nHLYM,20191.79,0.00005,0.988,0.05,0.1,69.38,0.1923,27.76,0.0769,263.76,0.7308,360.91,133.33,365,-137.43,NO
1028,,8TnaCtjPu6Md3BYs9vBv5YtSrDkm5vANRZL7Kd7amgf9,20191.53,0.00005,0.988,0,0.1,0,0,27.76,0.0952,263.75,0.9048,291.52,133.33,365,-206.81,NO
1029,,DeQD32gem87WMYJWNSmNJ8VRcZMBxXnYBaC8TwGVKRfx,20191.4,0.00005,0.988,0.05,0.1,69.38,0.1923,27.76,0.0769,263.75,0.7308,360.9,133.33,365,-137.43,NO
1030,Ikari,HBuFNK1dRGsqbrornwge5YVpN9AYF5T2issPmPdvLBWk,20190.35,0.00005,0.988,0.05,0.1,69.38,0.1923,27.76,0.0769,263.74,0.7308,360.88,133.33,365,-137.45,NO
1031,,7ZJHBz4SzQw1GDQZRaCMLvo7uoUo7cY1BUioA7mdfD65,20190.32,0.00005,0.988,0.05,0.1,69.38,0.1923,27.76,0.0769,263.74,0.7308,360.88,133.33,365,-137.45,NO
1032,Sega,3Rv2AfJuaunDHePFPGiDkN828nwzsbcZ5nM8jNdW2i2a,20189.9,0.00005,0.988,0.05,0.1,69.38,0.1923,27.76,0.0769,263.73,0.7308,360.87,133.33,365,-137.46,NO
1033,,C47xkkWQAuHUi9kRbaAvpBpEL6YYMG9uEYTGqtaf2pg3,20188.62,0.00005,0.988,0.05,0.08,69.37,0.1953,22.21,0.0625,263.72,0.7422,355.3,133.33,365,-143.03,NO
1034,,uCAkd9fN7Gj72iDYKCVRBhNMC1qqzuryZBaZ1MHDpoJ,20188.21,0.00005,0.988,0.05,0.1,69.37,0.1923,27.76,0.0769,263.71,0.7308,360.84,133.33,365,-137.49,NO
1035,,F19Lw3eT39uTa9bPRvqePP6DyukTeAP86ctrceHoJUTX,20187.64,0.00005,0.988,0.05,0.1,69.37,0.1923,27.76,0.0769,263.7,0.7308,360.83,133.33,365,-137.5,NO
1036,⭐️AK ✅,akVU92YQV5hNTuzLBkF3RZCzKydZokyvzL7WdPF3D57,20186.9,0.00005,0.988,0,0.05,0,0,13.88,0.05,263.69,0.95,277.57,133.33,365,-220.76,NO
1037,StakeWave,EjyNztuWsaiVFnEB3M6NSut6p6e8UHsUdE8BkmRLMHWp,20186.81,0.00005,0.988,0,0,0,0,0,0,263.69,1,263.69,133.33,365,-234.64,NO
1038,Cabasol,8BCSZyw28kK3pt3DTNKoVysjMggakuPpE2WB3pTcWGim,20186.51,0.00005,0.989,0.05,0.1,69.37,0.1923,27.76,0.0769,263.69,0.7308,360.81,133.33,365,-137.52,NO
1039,Nikita-pusher,s2VZdgVB1GkLy9y6N8CwEyD35bomuvxSkc4e8affvt9,20186.41,0.00005,0.989,0,0,0,0,0,0,263.69,1,263.69,133.33,365,-234.65,NO
1040,Nautilus Navigator,9UL36jMUb87NLqGhMDTZdEreZQ4gjQMcc5w5p1B4JaNS,20186.04,0.00005,0.989,0.05,0.1,69.37,0.1923,27.76,0.0769,263.68,0.7308,360.8,133.33,365,-137.53,NO
1041,PokerPro,GyHM7HLmryEbnsK42abvCL2W2XAQLV3ijpYaZf5ietdQ,20185.75,0.00005,0.989,0.05,0,69.36,0.2083,0,0,263.68,0.7917,333.04,133.33,365,-165.29,NO
1042,FastNode,2DpnT6to3eJsXeg1Tk42XFCXLMKL7pGzMKFwQS5CNK6a,20184.01,0.00005,0.989,0.05,0.1,69.36,0.1923,27.75,0.0769,263.66,0.7308,360.77,133.33,365,-137.57,NO
1043,Moovi,CviQXDMPZPVAZ5qgVGN2gSBSD9GqqwRt7VZidoHMpArr,20181.45,0.00005,0.989,0.05,0.1,69.35,0.1923,27.75,0.0769,263.62,0.7308,360.72,133.33,365,-137.61,NO
1044,,4NTGFvib9jutwo2GZbXSomgMoeJmoFv66T1mup4Kd8o6,20180.99,0.00005,0.989,0.05,0.1,69.35,0.1923,27.75,0.0769,263.62,0.7308,360.71,133.33,365,-137.62,NO
1045,TIEXO,7zKQnt19j7aZ1YjzBk6UUUdr5dGb65A36kW1TYAbB6b7,20180.88,0.00005,0.989,0.05,0,69.35,0.2083,0,0,263.62,0.7917,332.96,133.33,365,-165.37,NO
1046,Denys Ivy: no commision,FqERCVEHjm9P9hghJwWbyN4TqwCCAYteeX1v6gBtt88p,20180.71,0.00005,0.989,0,0.1,0,0,27.75,0.0952,263.61,0.9048,291.36,133.33,365,-206.97,NO
1047,Vietcong,CjspxRz7DTACphbx9J7ijypCvvVg3PHFo9rwmfajECfL,20180.36,0.00005,0.989,0.05,0.1,69.35,0.1923,27.75,0.0769,263.61,0.7308,360.7,133.33,365,-137.63,NO
1048,ButterBlade⚔️Smooth & Secure,EbWmbjxUrq8uifB4gCJLaxv7joYmsXL4qVpX26xYMFBh,20179.53,0.00005,0.989,0,0.1,0,0,27.75,0.0952,263.6,0.9048,291.35,133.33,365,-206.99,NO
1049,moon_light,UgmcX7FwNdXbiWsHY2RaqZqTdhsZxx5y6on85j3s3tA,20179.43,0.00005,0.989,0.05,0.1,69.34,0.1923,27.75,0.0769,263.6,0.7308,360.69,133.33,365,-137.65,NO
1050,Obito,66fsNu5A6iB1WUXGjuBMBXm2qYQrbtc385bcVYaVu7QD,20177.99,0.00005,0.989,0,0.1,0,0,27.75,0.0952,263.58,0.9048,291.32,133.33,365,-207.01,NO
1051,Urb4n_Thr34t,Hr3z7PxvnZ7Wa5HnKoRkBcHU65imwqtKHQPQ7tE8Y5a2,20177.96,0.00005,0.989,0.05,0.1,69.34,0.1923,27.75,0.0769,263.58,0.7308,360.66,133.33,365,-137.67,NO
1052,RocketStake 0% fee,CY3tZ2Rh3tHHC2SAmiJUGMAj1b9uPpzr5YQ7b53PfANe,20176.51,0.00005,0.989,0,0,0,0,0,0,263.56,1,263.56,133.33,365,-234.77,NO
1053,4CRYPTO 🚀 0% FEE,GakAanHMN4dYY8rMKL1e6uUKjNJj2nN2sENFaxzdMEBm,20176.44,0.00005,0.989,0,0,0,0,0,0,263.56,1,263.56,133.33,365,-234.78,NO
1054,Solarium 🌞,NDhC4NhBhBweYsmMxpSLci49RFpFuz6dD7bXLzY8bSX,20176.27,0.00005,0.989,0,0.1,0,0,27.74,0.0952,263.56,0.9048,291.3,133.33,365,-207.04,NO
1055,,26MXTErkUfxTGJ78WKjNtVSTXHBrZEPYFY3oeuGeewz5,20175.74,0.00005,0.989,0.05,0.1,69.33,0.1923,27.74,0.0769,263.55,0.7308,360.62,133.33,365,-137.71,NO
1056,,ArgSLuXhyJzchuv8cN7oYzsVaqiAZwgdvG6nQgyg3Mhw,20175.58,0.00005,0.99,0.05,0.1,69.33,0.1923,27.74,0.0769,263.55,0.7308,360.62,133.33,365,-137.72,NO
1057,flekser | EdgeBoost🔝🔥,HuoKCk1cRQ3NZyh6q6SkfTo1prQjqvWP36PzgXpj2koF,20173.68,0.00005,0.99,0,0.1,0,0,27.74,0.0952,263.52,0.9048,291.26,133.33,365,-207.07,NO
1058,pupu,F4UVoVGgmd2aJwnfz3eojQ92P9AvYbRG51z1xnEj8tFy,20172.67,0.00005,0.99,0.05,0.1,69.32,0.1923,27.74,0.0769,263.51,0.7308,360.57,133.33,365,-137.77,NO
1059,"Reider Flash 🌩️ | Instant Performance, Zero Fee",HSjWikZVP8JmNUa1VqZuQuhQzkK4WrBmiJn1VVEtvuZQ,20171.67,0.00005,0.99,0,0.1,0,0,27.74,0.0952,263.5,0.9048,291.23,133.33,365,-207.1,NO
1060,ieronymus,3Z1N2Fkfha4ThNiRwN8RnU6U8dkFJ92DH2TFyLWJf8cj,20170.55,0.00005,0.99,0,0.1,0,0,27.73,0.0952,263.48,0.9048,291.22,133.33,365,-207.12,NO
1061,Vault🛡💎,NfqEUZxKU4J7C4HobtMRFhBP6MvKvNCoa7wXSdwZNcg,20169.3,0.00005,0.99,0,0.1,0,0,27.73,0.0952,263.46,0.9048,291.2,133.33,365,-207.14,NO
1062,,GiAsNLcrHMMwmd5H9RqAxKgbwoiBVw43Yb5b9eL2uhWh,20168.14,0.00005,0.99,0.05,0.1,69.3,0.1923,27.73,0.0769,263.45,0.7308,360.48,133.33,365,-137.85,NO
1063,Yerevan,31BQ9aXoHU7TpJ4uQHyYGZW4JVb62LefFWW53NpeSYmB,20167.67,0.00005,0.99,0.05,0.1,69.3,0.1923,27.73,0.0769,263.44,0.7308,360.48,133.33,365,-137.86,NO
1064,01000100 01100101 01101110 00001010,GJQjnyhSG9jN1AdMHTSyTxUR44hJHEGCmNzkidw9z3y8,20167.51,0.00005,0.99,0,0.1,0,0,27.73,0.0952,263.44,0.9048,291.17,133.33,365,-207.16,NO
1065,💥 Dalek - exterminated fees,Dp9gpMr68ZG6gKi1ByGq1oACwWrmRe7cvBWBHhRbdHxr,20167.28,0.00005,0.99,0,0.1,0,0,27.73,0.0952,263.44,0.9048,291.17,133.33,365,-207.17,NO
1066,meme32,9HkDHk27SwpNdVuAjWvxx8d1Pg8HYUNCC721okcvj9Eg,20166.35,0.00005,0.99,0.05,0.1,69.3,0.1923,27.73,0.0769,263.43,0.7308,360.45,133.33,365,-137.88,NO
1067,Nimbus☁️ : ZERO FEE,HzJULufbrhteHLQDYAh8ZZn3P6Kip9MDo2eLEXgiTJed,20165.48,0.00005,0.99,0,0.1,0,0,27.73,0.0952,263.41,0.9048,291.14,133.33,365,-207.19,NO
1068,StakeRocket 🚀 +Jito MEV,G5dZZ3J95jER4v7N5LBg73ybxfg9RxFBpVc3LAY57UPu,20164.88,0.00005,0.99,0.05,0.1,69.29,0.1923,27.73,0.0769,263.41,0.7308,360.43,133.33,365,-137.91,NO
1069,Moon🚀,DXjujkbMhAvkaygmjLbi7UGdovAs2AU6y45UMEqxhEnw,20164.27,0.00005,0.99,0,0.1,0,0,27.73,0.0952,263.4,0.9048,291.12,133.33,365,-207.21,NO
1070,BitQi,7kmTFq434qDsbuCbJgDsAtih8AurPfUk8u6kc5bJb5Zb,20162.93,0.00005,0.99,0.05,0.1,69.29,0.1923,27.72,0.0769,263.38,0.7308,360.39,133.33,365,-137.94,NO
1071,🖥VVS,Lf3iQuTNKqJoBdTCWJmX1YRKBc3TC4B3YZdfzidRN93,20162.18,0.00005,0.99,0,0.1,0,0,27.72,0.0952,263.37,0.9048,291.09,133.33,365,-207.24,NO
1072,Chulok,6V4SMF3vweyPZWUiPAXkZsNstHDoecsWdCDTUacn8j4u,20160.91,0.00005,0.99,0.05,0.1,69.28,0.1923,27.72,0.0769,263.35,0.7308,360.36,133.33,365,-137.98,NO
1073,🌩Storm🌩 0% always,FmDA6Ti6YXd2Bb8SwfqPsGHBB4KPLP5JfH2Jj47v2PFQ,20160.56,0.00005,0.99,0,0.1,0,0,27.72,0.0952,263.35,0.9048,291.07,133.33,365,-207.26,NO
1074,Ca - No Fees,jKDESr1NRt5frYqhBfBZdEJezXfuWifjfTaTWRZFvW3,20160.2,0.00005,0.99,0,0.1,0,0,27.72,0.0952,263.35,0.9048,291.07,133.33,365,-207.27,NO
1075,Cryptopia,4vggdLQRGJYvBkgbVh6kEWhyBzua1yYVpZKh4GeiLo6w,20159.31,0.00005,0.991,0.05,0.1,69.27,0.1923,27.72,0.0769,263.33,0.7308,360.33,133.33,365,-138.01,NO
1076,,GuPnsaM3j4ojKe2KJpcaAWNmhk5n2kaJxc8ZKkowdxrw,20158.49,0.00005,0.991,0.05,0.1,69.27,0.1923,27.72,0.0769,263.32,0.7308,360.31,133.33,365,-138.02,NO
1077,Woody,7y4wStv8XxUkuBgwNkidfxdy1V6TMYr4UjaTDwcS3MUr,20157.8,0.00005,0.991,0,0.1,0,0,27.72,0.0952,263.31,0.9048,291.03,133.33,365,-207.3,NO
1078,jdr,3ucuV6s4F3jvhvMrx9hz69abis2Q6P14aDxpdtP65kCc,20157.22,0.00005,0.991,0.05,0.1,69.27,0.1923,27.72,0.0769,263.31,0.7308,360.29,133.33,365,-138.04,NO
1079,,ATRFbtnsDd9ka3eZooTPixm3AjicHxod1BAhNYBMsj8K,20154.94,0.00005,0.991,0,0,0,0,0,0,263.28,1,263.28,133.33,365,-235.06,NO
1080,,CMHSLFkNiRSkM5fd3ve8cXLX6DSCqoaPhDmjxkGh2L7E,20154.09,0.00005,0.991,0.05,0.1,69.26,0.1923,27.71,0.0769,263.27,0.7308,360.23,133.33,365,-138.1,NO
1081,Ruslan-∆,tssGAMwuwFBfJbPeyXTzMvGekdWcVi72Nqg1qzaabEM,20153.02,0.00005,0.991,0,0.1,0,0,27.71,0.0952,263.25,0.9048,290.96,133.33,365,-207.37,NO
1082,SOLVibe,D4A3ZYhd3zH6h8QKykreea7x3ajvuwnw1yZD3nRrjiHC,20152.94,0.00005,0.991,0,0.1,0,0,27.71,0.0952,263.25,0.9048,290.96,133.33,365,-207.37,NO
1083,0% Fee - KING - Fee 0%,6V8U2Fkwworj6xfFukBBVHgvgcXWXo8ghghCpsYUSgZJ,20150,0.00005,0.991,0,0.1,0,0,27.71,0.0952,263.21,0.9048,290.92,133.33,365,-207.41,NO
1084,,GBj57rgnT8gvFdU7awQ1u4toKxMGcHGHp6VVRXz34qyV,20148.42,0.00005,0.991,0.05,0.1,69.24,0.1923,27.7,0.0769,263.19,0.7308,360.13,133.33,365,-138.2,NO
1085,Solana State,VoTEJDVw84uZvDWcMXYgfNAVcLETHsPyPEc2nTpwZPa,20148.24,0.00005,0.991,0,0.1,0,0,27.7,0.0952,263.19,0.9048,290.89,133.33,365,-207.44,NO
1086,Dimh4wk,ACyyUk2AF8XCkyjVKL6kMxUHqaud5wrXo44jawohn3qT,20145.11,0.00005,0.991,0.05,0.1,69.22,0.1923,27.7,0.0769,263.15,0.7308,360.07,133.33,365,-138.26,NO
1087,GamyaX,5ykxx3TJTfvkeV71NkJSMTdGMfTm6oV5vVA8bPkv59mw,20144.55,0.00005,0.991,0,0.1,0,0,27.7,0.0952,263.14,0.9048,290.84,133.33,365,-207.49,NO
1088,,9r5ifZdqmyK6fqB7t8WXPAibCW9xgizniaihFPpWkaP7,20144.21,0.00005,0.991,0.05,0.1,69.22,0.1923,27.7,0.0769,263.14,0.7308,360.06,133.33,365,-138.28,NO
1089,NeoLink ⚡ No Commission,46Acpa1Md9k2Nxkr7Xp7eDRbzNt4AGXPGyzZ4fnJ7z8y,20143.52,0.00005,0.991,0,0.1,0,0,27.7,0.0952,263.13,0.9048,290.83,133.33,365,-207.51,NO
1090,,6H2opQ2ebr3B6PPnjVFoMQK8pFiJhjb6AqWTjAYGqLYH,20143.24,0.00005,0.991,0.05,0.1,69.22,0.1923,27.7,0.0769,263.12,0.7308,360.04,133.33,365,-138.29,NO
1091,BitFighter 🛡️,8iLE53Y9k4sccy4gxrT936BHbhYS6J13kQT5vRXhXFMX,20142.99,0.00005,0.991,0.05,0.1,69.22,0.1923,27.7,0.0769,263.12,0.7308,360.03,133.33,365,-138.3,NO
1092,,2m15uU8ifpfLY2myMCeNcxwn81KxXoQ2g7akG7Wf6pm3,20141.65,0.00005,0.991,0.05,0.1,69.21,0.1923,27.7,0.0769,263.1,0.7308,360.01,133.33,365,-138.32,NO
1093,YeConnect | 0%,5ML8GpaqaZ3bv4nCKLRY8gb2WNMJkXinHwDwMWeNWjkk,20140.27,0.00005,0.991,0,0.1,0,0,27.69,0.0952,263.09,0.9048,290.78,133.33,365,-207.55,NO
1094,,DiSGejVwMNoXn3Digh4sPpNErMtu7UuKATRHdsBu9sgS,20140.24,0.00005,0.992,0.05,0.1,69.21,0.1923,27.69,0.0769,263.08,0.7308,359.99,133.33,365,-138.35,NO
1095,spiva4ok,Agsu9fcnH3rKBix59mktDRqJhjR8aStgLDd9njaddcdr,20140.09,0.00005,0.992,0.05,0.1,69.21,0.1923,27.69,0.0769,263.08,0.7308,359.98,133.33,365,-138.35,NO
1096,,nVu3zzzLXJJzvoozEaUCyNFnHE2ZTgjzdG251EMW3JW,20139.96,0.00005,0.992,0.05,0.1,69.21,0.1923,27.69,0.0769,263.08,0.7308,359.98,133.33,365,-138.35,NO
1097,eva,93JNyhEhzyNQWAyqNRyCE8GN1jTAfR2NBT87hnrnYvAM,20139.27,0.00005,0.992,0.05,0.1,69.2,0.1923,27.69,0.0769,263.07,0.7308,359.97,133.33,365,-138.37,NO
1098,,BGhFJPWxDdr8ATxFYEBifgRaZXta2nZ16oav2pdwiBck,20139.01,0.00005,0.992,0.05,0.1,69.2,0.1923,27.69,0.0769,263.07,0.7308,359.96,133.33,365,-138.37,NO
1099,Bearded Validaᛏᛟᚱ,VMP1iN9D34jQo1GFvJs87SWQxvs2eL1VEkT3aEU7nEG,20138.56,0.00005,0.992,0.05,0.1,69.2,0.1923,27.69,0.0769,263.06,0.7308,359.96,133.33,365,-138.38,NO
1100,,9H7v1rB2tkPUaFmW6BMNV47Qpj63crPTzmhVgpQAmz9Y,20138.51,0.00005,0.992,0.05,0.1,69.2,0.1923,27.69,0.0769,263.06,0.7308,359.95,133.33,365,-138.38,NO
1101,nezh validator,4GN2gRpWbtx7REhN7gS9AsEkZy8QmA5xv4eTGiGafGuF,20137.7,0.00005,0.992,0,0.1,0,0,27.69,0.0952,263.05,0.9048,290.74,133.33,365,-207.59,NO
1102,buba,6rC1zg98a89eQurdnvXz6uJ3zZZa2f683WwCDB41Us8w,20136.46,0.00005,0.992,0.05,0.1,69.19,0.1923,27.69,0.0769,263.04,0.7308,359.92,133.33,365,-138.42,NO
1103,Wexel,Hsk4q3CE6h7N4ryjMxX1ixUSaFrrAFZipu1w7p2ijokY,20135.59,0.00005,0.992,0.05,0.1,69.19,0.1923,27.69,0.0769,263.02,0.7308,359.9,133.33,365,-138.43,NO
1104,NOVY,2b3UDcHQ8J4wLcCGjjh3f155Csoz24hrM4saG2r1Cydx,20135.55,0.00005,0.992,0.05,0.1,69.19,0.1923,27.69,0.0769,263.02,0.7308,359.9,133.33,365,-138.43,NO
1105,,C9t4MQD7GGidZvdy9AV8Nwmnoou1jZEa7ZsEZnw5BncX,20135.45,0.00005,0.992,0.05,0.1,69.19,0.1923,27.69,0.0769,263.02,0.7308,359.9,133.33,365,-138.43,NO
1106,,9KUA3BzMqFb5R8KLLdaMDHGkdKWUDwev7B3xY6a3VubD,20135.15,0.00005,0.992,0.05,0.1,69.19,0.1923,27.69,0.0769,263.02,0.7308,359.89,133.33,365,-138.44,NO
1107,dikijkoala,33jhUy4KkZ3AxRfqLshb4u6u6pA1MC6yoNHrKWNeRxbg,20134.11,0.00005,0.992,0.05,0.1,69.19,0.1923,27.68,0.0769,263,0.7308,359.88,133.33,365,-138.46,NO
1108,Solard,76j8TGM73QzGLd2KATNsCwewPVESCkVpkePQdm5PwQXT,20133.74,0.00005,0.992,0.05,0.1,69.19,0.1923,27.68,0.0769,263,0.7308,359.87,133.33,365,-138.46,NO
1109,zankinpro,Asns2MR4Su8domaswW1qnMcBBbzcW1SfJurPweKXgvd9,20132.87,0.00005,0.992,0.05,0.1,69.18,0.1923,27.68,0.0769,262.99,0.7308,359.85,133.33,365,-138.48,NO
1110,AmnesiaHaze,5PyiGb6dNrCaKTkMfovKRQPYgH5zizcsvXp9YUAVWqbo,20132.57,0.00005,0.992,0.05,0.1,69.18,0.1923,27.68,0.0769,262.98,0.7308,359.85,133.33,365,-138.48,NO
1111,PolyWitch,6B4Cu11nC7reP3F3wgKVtrHKALH6nFi6io9TXyYijweB,20131.08,0.00005,0.992,0.05,0.1,69.18,0.1923,27.68,0.0769,262.97,0.7308,359.82,133.33,365,-138.51,NO
1112,Firo in the Void,A5dLWA1kcZZSEjrphF814Da7PW98gz72eG9EPTR4wuqb,20130.72,0.00005,0.993,0,0.1,0,0,27.68,0.0952,262.96,0.9048,290.64,133.33,365,-207.69,NO
1113,,36jVWrHfpyN2RvXCkGA75qdzcBqFfMcyKbC2qg4o2gA8,20130.27,0.00005,0.993,0.05,0.1,69.17,0.1923,27.68,0.0769,262.95,0.7308,359.81,133.33,365,-138.53,NO
1114,,9cn49HT2MVjUQtrFQU6WJ29w5THLuHLCjawuEzQf5rVH,20129.2,0.00005,0.993,0.05,0.1,69.17,0.1923,27.68,0.0769,262.94,0.7308,359.79,133.33,365,-138.55,NO
1115,Kos🐾,4u1Wi5yANaD9ABmi8xpdUYGLQSFxghX1D6LfgzdzrhdG,20128.66,0.00005,0.993,0,0.1,0,0,27.68,0.0952,262.93,0.9048,290.61,133.33,365,-207.72,NO
1116,Solidator | GOOD PERFORMANCE + 0% fee,5hA9y3f5P8YsfPaS5rDDNiiKkaXBbRjJEzqwWCzAD7gg,20128.66,0.00005,0.993,0,0.1,0,0,27.68,0.0952,262.93,0.9048,290.61,133.33,365,-207.72,NO
1117,,BUu7cMtX6vnp7DFciYD7LsJqyf3WnATQPGjAgUoq8sgW,20126.69,0.00005,0.993,0.05,0.1,69.16,0.1923,27.67,0.0769,262.91,0.7308,359.74,133.33,365,-138.59,NO
1118,ttbtc,3w5guZWHiP1A1gSnhksgtTXejAYUnTQqWvXWd9BfSdUL,20125.76,0.00005,0.993,0.05,0.1,69.16,0.1923,27.67,0.0769,262.9,0.7308,359.73,133.33,365,-138.61,NO
1119,RlapSKY,YWKwnuovuAw4X3VDPJDPo5DPZ4TmdxsXzLArbvqu3Ph,20121.04,0.00005,0.993,0.05,0.1,69.14,0.1923,27.67,0.0769,262.83,0.7308,359.64,133.33,365,-138.69,NO
1120,Solara 💫 0% Always,Bix8KEPNvWfzempbXrwhTP5nqjG3dpsoDafp97afkT6V,20120.44,0.00005,0.993,0,0.1,0,0,27.67,0.0952,262.83,0.9048,290.49,133.33,365,-207.84,NO
1121,Igor Gusarov,9yn8kRqgtYsAV5Pg2YTmu3PCmnm4yXFE3cRGZ2G6WFho,20117.77,0.00005,0.993,0.05,0.1,69.13,0.1923,27.66,0.0769,262.79,0.7308,359.58,133.33,365,-138.75,NO
1122,Dark74,CS8DoKUL3nXeyVbg8arD8TBZTym4U5ijgCf9uZHGqZET,20117.31,0.00005,0.993,0,0.1,0,0,27.66,0.0952,262.79,0.9048,290.45,133.33,365,-207.89,NO
1123,Craze validator,FSwhPiYebzF5nNGvWbUUZ4SxGx7kw2QcA7A6xgYz1PZJ,20117.03,0.00005,0.993,0.05,0.1,69.13,0.1923,27.66,0.0769,262.78,0.7308,359.57,133.33,365,-138.76,NO
1124,linap,7fARjzLYPH77jVBPyUfptJGbi4aXfN4FAfs8W89BWZDC,20115.15,0.00005,0.993,0.05,0.1,69.12,0.1923,27.66,0.0769,262.76,0.7308,359.54,133.33,365,-138.8,NO
1125,Svit_Validator,3khMmeupU7B6ZSDSbTX5cYtME9yVqeJ178PQD7mCE7g1,20115.05,0.00005,0.993,0.05,0.1,69.12,0.1923,27.66,0.0769,262.76,0.7308,359.54,133.33,365,-138.8,NO
